timestamp,fps,tracking_state,pixel_error,turbulence_strength,vibration_amplitude,sensor_noise_level,link_readiness_score,cumulative_lost_seconds,reacquisition_count,active_detector
2026-08-24T10:12:43,60.61,LOCKED,6.4271,0.0000,0.0000,0.0000,0.8900,0.02,1,classical
2026-08-24T10:12:44,61.35,LOCKED,24.1432,0.0000,0.0000,0.0000,0.8900,0.02,1,classical
2026-08-24T10:12:45,60.98,LOCKED,34.6133,0.0000,0.0000,0.0000,0.8900,0.02,1,classical
2026-08-24T10:12:49,60.61,COASTING,572.1179,0.0000,0.0000,0.0000,0.5117,0.02,1,ai
2026-08-24T10:12:50,56.50,LOST,735.4145,0.0000,0.0000,0.0000,0.0000,0.79,1,ai
2026-08-24T10:12:51,61.35,LOST,837.7186,0.0000,0.0000,0.0000,0.0000,1.80,1,ai
2026-08-24T10:12:52,56.18,LOST,871.0707,0.0000,0.0000,0.0000,0.0000,2.82,1,ai
2026-08-24T10:12:53,60.98,LOST,865.7975,0.0000,0.0000,0.0000,0.0000,3.83,1,ai
2026-08-24T10:12:54,60.61,LOST,891.5355,0.0000,0.0000,0.0000,0.0000,4.83,1,ai
2026-08-24T10:12:55,61.35,LOST,1013.3495,0.0000,0.0000,0.0000,0.0000,5.85,1,ai
2026-08-24T10:12:56,60.24,LOST,1220.8077,0.0000,0.0000,0.0000,0.0000,6.86,1,ai
2026-08-24T10:12:57,60.98,LOST,1446.0151,0.0000,0.0000,0.0000,0.0000,7.87,1,ai
2026-08-24T10:12:58,61.35,LOST,1623.6512,0.0000,0.0000,0.0000,0.0000,8.88,1,ai
2026-08-24T10:12:59,60.98,LOST,1721.7264,0.0000,0.0000,0.0000,0.0000,9.90,1,ai
2026-08-24T10:13:00,60.98,LOST,1743.5397,0.0000,0.0000,0.0000,0.0000,10.90,1,ai
2026-08-24T10:13:01,60.98,LOST,1738.1458,0.0000,0.0000,0.0000,0.0000,11.90,1,ai
2026-08-24T10:13:02,55.56,LOST,1778.6436,0.0000,0.0000,0.0000,0.0000,12.91,1,ai
2026-08-24T10:13:03,52.36,LOST,1914.2087,0.0000,0.0000,0.0000,0.0000,13.92,1,ai
2026-08-24T10:13:04,54.35,LOST,2129.6005,0.0000,0.0000,0.0000,0.0000,14.94,1,ai
2026-08-24T10:13:05,54.05,LOST,2353.6861,0.0000,0.0000,0.0000,0.0000,15.95,1,ai
2026-08-24T10:13:06,55.56,LOST,2523.0367,0.0000,0.0000,0.0000,0.0000,16.97,1,ai
2026-08-24T10:13:07,53.19,LOST,2604.1374,0.0000,0.0000,0.0000,0.0000,17.98,1,ai
