timestamp,fps,tracking_state,pixel_error,turbulence_strength,vibration_amplitude,sensor_noise_level,link_readiness_score,cumulative_lost_seconds,reacquisition_count,active_detector
2026-08-24T09:11:09,60.00,LOCKED,6.8368,7.0000,15.0000,0.3500,0.7909,0.00,1,ai
2026-08-24T09:11:11,60.00,LOCKED,25.6436,7.0000,15.0000,0.3500,0.7658,0.00,1,ai
2026-08-24T09:11:12,60.00,LOCKED,35.5063,7.0000,15.0000,0.3500,0.7527,0.00,1,ai
2026-08-24T09:11:14,60.00,LOCKED,35.4462,7.0000,15.0000,0.3500,0.7527,0.00,1,ai
2026-08-24T09:11:16,60.00,COASTING,48.1791,7.0000,15.0000,0.3500,0.6058,0.00,1,ai
2026-08-24T09:11:17,60.00,LOCKED,36.0597,7.0000,15.0000,0.3500,0.7519,0.00,1,ai
2026-08-24T09:11:19,60.00,LOCKED,36.9901,7.0000,15.0000,0.3500,0.7507,0.00,1,ai
2026-08-24T09:11:20,60.00,LOCKED,35.9893,7.0000,15.0000,0.3500,0.7520,0.00,1,ai
2026-08-24T09:11:21,60.00,LOCKED,38.6366,7.0000,15.0000,0.3500,0.7485,0.00,1,ai
2026-08-24T09:11:23,60.00,LOCKED,36.3567,7.0000,15.0000,0.3500,0.7515,0.00,1,ai
2026-08-24T09:11:24,60.00,LOCKED,36.4000,7.0000,15.0000,0.3500,0.7515,0.00,1,ai
2026-08-24T09:11:26,60.00,LOCKED,36.4081,7.0000,15.0000,0.3500,0.7515,0.00,1,ai
2026-08-24T09:11:27,60.00,LOCKED,35.8619,7.0000,15.0000,0.3500,0.7522,0.00,1,ai
2026-08-24T09:11:28,60.00,LOCKED,36.3075,7.0000,15.0000,0.3500,0.7516,0.00,1,ai
2026-08-24T09:11:30,60.00,LOCKED,37.1391,7.0000,15.0000,0.3500,0.7505,0.00,1,ai
2026-08-24T09:11:31,60.00,LOCKED,37.3086,7.0000,15.0000,0.3500,0.7503,0.00,1,ai
2026-08-24T09:11:33,60.00,LOCKED,36.2799,7.0000,15.0000,0.3500,0.7516,0.00,1,ai
2026-08-24T09:11:34,60.00,LOCKED,37.0466,7.0000,15.0000,0.3500,0.7506,0.00,1,ai
2026-08-24T09:11:36,60.00,LOCKED,36.5725,7.0000,15.0000,0.3500,0.7512,0.00,1,ai
2026-08-24T09:11:37,60.00,LOCKED,36.3560,7.0000,15.0000,0.3500,0.7515,0.00,1,ai
2026-08-24T09:11:39,60.00,LOCKED,36.1212,7.0000,15.0000,0.3500,0.7518,0.00,1,ai
2026-08-24T09:11:40,60.00,LOCKED,36.3313,7.0000,15.0000,0.3500,0.7516,0.00,1,ai
2026-08-24T09:11:42,60.00,LOCKED,36.3028,7.0000,15.0000,0.3500,0.7516,0.00,1,ai
2026-08-24T09:11:43,60.00,LOCKED,36.2266,7.0000,15.0000,0.3500,0.7517,0.00,1,ai
2026-08-24T09:11:45,60.00,LOCKED,36.3399,7.0000,15.0000,0.3500,0.7515,0.00,1,ai
2026-08-24T09:11:46,60.00,LOCKED,36.5591,7.0000,15.0000,0.3500,0.7513,0.00,1,ai
2026-08-24T09:11:47,60.00,LOCKED,36.9850,7.0000,15.0000,0.3500,0.7507,0.00,1,ai
2026-08-24T09:11:49,60.00,COASTING,37.5094,7.0000,15.0000,0.3500,0.6200,0.00,1,ai
2026-08-24T09:11:50,60.00,LOCKED,36.4618,7.0000,15.0000,0.3500,0.7514,0.00,1,ai
2026-08-24T09:11:52,60.00,LOCKED,36.8106,7.0000,15.0000,0.3500,0.7509,0.00,1,ai
2026-08-24T09:11:53,60.00,LOCKED,36.8424,7.0000,15.0000,0.3500,0.7509,0.00,1,ai
2026-08-24T09:11:55,60.00,LOCKED,42.0129,7.0000,15.0000,0.3500,0.7440,0.00,1,ai
2026-08-24T09:11:56,60.00,LOCKED,36.0021,7.0000,15.0000,0.3500,0.7520,0.00,1,ai
2026-08-24T09:11:57,60.00,LOCKED,37.1209,7.0000,15.0000,0.3500,0.7505,0.00,1,ai
2026-08-24T09:11:59,60.00,LOCKED,36.1250,7.0000,15.0000,0.3500,0.7518,0.00,1,ai
2026-08-24T09:12:00,60.00,LOCKED,36.6216,7.0000,15.0000,0.3500,0.7512,0.00,1,ai
2026-08-24T09:12:02,60.00,LOCKED,36.8993,7.0000,15.0000,0.3500,0.7508,0.00,1,ai
2026-08-24T09:12:03,60.00,LOCKED,36.8138,7.0000,15.0000,0.3500,0.7509,0.00,1,ai
2026-08-24T09:12:05,60.00,LOCKED,36.6327,7.0000,15.0000,0.3500,0.7512,0.00,1,ai
2026-08-24T09:12:06,60.00,LOCKED,36.5104,7.0000,15.0000,0.3500,0.7513,0.00,1,ai
2026-08-24T09:12:08,60.00,LOCKED,37.2743,7.0000,15.0000,0.3500,0.7503,0.00,1,ai
2026-08-24T09:12:09,60.00,LOCKED,37.3634,7.0000,15.0000,0.3500,0.7502,0.00,1,ai
2026-08-24T09:12:10,60.00,LOCKED,36.7658,7.0000,15.0000,0.3500,0.7510,0.00,1,ai
2026-08-24T09:12:12,60.00,LOCKED,37.0474,7.0000,15.0000,0.3500,0.7506,0.00,1,ai
