timestamp,fps,tracking_state,pixel_error,turbulence_strength,vibration_amplitude,sensor_noise_level,link_readiness_score,cumulative_lost_seconds,reacquisition_count,active_detector
2026-08-24T10:22:13,60.24,LOCKED,6.6144,0.0000,0.0000,0.0000,0.8900,0.00,1,classical
2026-08-24T10:22:14,59.52,LOCKED,24.9110,0.0000,0.0000,0.0000,0.8900,0.00,1,classical
2026-08-24T10:22:15,60.98,LOCKED,34.6131,0.0000,0.0000,0.0000,0.8900,0.00,1,classical
2026-08-24T10:22:16,60.61,LOCKED,35.6688,0.0000,0.0000,0.0000,0.8900,0.00,1,classical
2026-08-24T10:22:17,60.98,LOCKED,36.7979,0.0000,0.0000,0.0000,0.8900,0.00,1,classical
2026-08-24T10:22:18,61.73,LOCKED,37.1385,0.0000,0.0000,0.0000,0.8900,0.00,1,classical
2026-08-24T10:22:22,61.73,COASTING,620.5330,0.0000,0.0000,0.0000,0.5062,0.00,1,ai
2026-08-24T10:22:23,61.35,LOST,781.6540,0.0000,0.0000,0.0000,0.0000,0.84,1,ai
2026-08-24T10:22:24,59.52,LOST,879.2200,0.0000,0.0000,0.0000,0.0000,1.85,1,ai
2026-08-24T10:22:25,59.52,LOST,909.4422,0.0000,0.0000,0.0000,0.0000,2.86,1,ai
2026-08-24T10:22:26,62.11,LOST,909.5217,0.0000,0.0000,0.0000,0.0000,3.87,1,ai
2026-08-24T10:22:27,61.35,LOST,952.1363,0.0000,0.0000,0.0000,0.0000,4.88,1,ai
2026-08-24T10:22:28,60.24,LOST,1092.8426,0.0000,0.0000,0.0000,0.0000,5.88,1,ai
2026-08-24T10:22:29,61.73,LOST,1310.8508,0.0000,0.0000,0.0000,0.0000,6.89,1,ai
2026-08-24T10:22:30,62.11,LOST,1539.6534,0.0000,0.0000,0.0000,0.0000,7.90,1,ai
2026-08-24T10:22:31,59.52,LOST,1713.8515,0.0000,0.0000,0.0000,0.0000,8.90,1,ai
2026-08-24T10:22:32,60.24,LOST,1806.3193,0.0000,0.0000,0.0000,0.0000,9.91,1,ai
2026-08-24T10:22:33,60.24,LOST,1826.9224,0.0000,0.0000,0.0000,0.0000,10.92,1,ai
2026-08-24T10:22:34,56.82,LOST,1829.0562,0.0000,0.0000,0.0000,0.0000,11.93,1,ai
2026-08-24T10:22:35,50.00,LOST,1886.5892,0.0000,0.0000,0.0000,0.0000,12.94,1,ai
2026-08-24T10:22:36,37.59,LOST,2043.2361,0.0000,0.0000,0.0000,0.0000,13.96,1,ai
2026-08-24T10:22:37,47.85,LOST,2266.7834,0.0000,0.0000,0.0000,0.0000,14.96,1,ai
2026-08-24T10:22:39,50.00,LOST,2492.5205,0.0000,0.0000,0.0000,0.0000,15.97,1,ai
2026-08-24T10:22:40,54.95,LOST,2655.2802,0.0000,0.0000,0.0000,0.0000,16.97,1,ai
2026-08-24T10:22:41,54.64,LOST,2732.3939,0.0000,0.0000,0.0000,0.0000,17.98,1,ai
2026-08-24T10:22:42,57.80,LOST,2743.5045,0.0000,0.0000,0.0000,0.0000,18.99,1,ai
2026-08-24T10:22:43,60.24,LOST,2751.0783,0.0000,0.0000,0.0000,0.0000,19.99,1,ai
2026-08-24T10:22:44,54.05,LOST,2825.2372,0.0000,0.0000,0.0000,0.0000,21.00,1,ai
2026-08-24T10:22:45,55.25,LOST,2995.5622,0.0000,0.0000,0.0000,0.0000,22.01,1,ai
2026-08-24T10:22:46,55.87,LOST,3227.3558,0.0000,0.0000,0.0000,0.0000,23.02,1,ai
2026-08-24T10:22:47,60.24,LOST,3445.9564,0.0000,0.0000,0.0000,0.0000,24.03,1,ai
2026-08-24T10:22:48,59.88,LOST,3594.7780,0.0000,0.0000,0.0000,0.0000,25.04,1,ai
2026-08-24T10:22:49,60.98,LOST,3655.2729,0.0000,0.0000,0.0000,0.0000,26.04,1,ai
2026-08-24T10:22:50,60.24,LOST,3659.9321,0.0000,0.0000,0.0000,0.0000,27.04,1,ai
